type produit;numero AMM;nom produit;catégorie de condition d’emploi;condition d’emploi libelle;
PPP;2190538;PREV-GOLD;Environnement faune;Condition: Pour les usages en plein champ et sous abri ouvert : - Peut être dangereux pour les abeilles. Application possible durant la floraison et sur les zones de butinage selon les conditions fixées par l'arrêté du 20 novembre 2021 pour les usages caractérisés par « emploi possible ».;
PPP;2190538;PREV-GOLD;Etiquetage;Condition: - Préciser les conditions d'utilisation sur les cultures ornementales afin de prévenir tout risque de phytotoxicité. ;
PPP;2210019;PREV-GARD;Stockage;Condition: - Protéger du gel.  ;
PPP;2210019;PREV-GARD;Délai de rentrée;Condition:  - Attendre le séchage complet de la zone traitée.;
PPP;2210019;PREV-GARD;Environnement milieu;Condition: - Ne pas rejeter dans l'évier, le caniveau ou tout autre point d'eau les fonds de bidons non utilisés et les eaux de lavage du pulvérisateur.;
PPP;2210019;PREV-GARD;Environnement faune;Condition: - Pour protéger les organismes aquatiques, ne pas appliquer à moins de 5 mètres d'un point d'eau (puits, bassin, mare, ruisseau, rivière, fossé...).;
PPP;2210019;PREV-GARD;Environnement faune;Condition: - Ne pas appliquer en présence d'insectes pollinisateurs et de faune auxiliaire (coccinelles, chrysopes, syrphes, carabes…).;
PPP;2210019;PREV-GARD;Utilisation;Condition: - Agiter pendant l'application.;
PPP;2210019;PREV-GARD;Utilisation;Condition: - Remplir au maximum aux trois quarts le réservoir du pulvérisateur lors de la dilution du produit.;
PPP;2210019;PREV-GARD;Respect LMR;Condition: Le délai avant récolte est fixé à 1 jour conformément à la règlementation en vigueur.;
PPP;2180631;OROCIDE;Conditions d'emploi du matériel utilisé;Condition: Des informations générales relatives aux bonnes pratiques de protection pourront être mises à disposition de l'utilisateur : -	l'utilisation d'un matériel adapté et entretenu et la mise en œuvre de protections collectives constituent la première mesure de prévention contre les risques professionnels, avant la mise en place de protections individuelles -	le port de combinaison de travail dédiée ou d'EPI doit être associé à des réflexes d'hygiène (ex : lavage des mains, douche en fin de traitement) et à un comportement rigoureux (ex : procédure d'habillage/déshabillage).  -	les modalités de nettoyage et de stockage des combinaisons de travail et des EPI réutilisables doivent être conformes à leur notice d'utilisation.;
PPP;2180631;OROCIDE;Délai de rentrée;Condition: - 24 heures;
PPP;2180631;OROCIDE;Protection de l'opérateur;Condition: Dans le cadre d'une application effectuée à l'aide d'une lance ou pulvérisateur à dos • pendant le mélange/chargement - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) . - Combinaison de protection de catégorie III type 4 ou 3 (selon le niveau de protection recommandé pendant la phase d'application) . OU - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) . - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 . - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité . • pendant l'application : sans contact intense avec la végétation Culture basse (< 50 cm)  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) . - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 . - Bottes de protection certifiées EN 13 832-3 . Culture haute (> 50 cm)  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - Combinaison de protection de catégorie III type 4 avec capuche . - Bottes de protection certifiées EN 13 832-3 . • pendant l'application : contact intense avec la végétation - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) . - Combinaison de protection de catégorie III type 3 avec capuche.  - Bottes de protection certifiées EN 13 832-3 . • pendant le nettoyage du matériel de pulvérisation - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) . - Combinaison de protection de catégorie III type 4 ou 3 (selon le niveau de protection recommandé pendant la phase d'application) . OU - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) . - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 . - EPI partiel (blouse) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité.;
PPP;2180631;OROCIDE;Protection du travailleur;Condition: - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 et, en cas de contact avec la culture traitée, des gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A).;
PPP;2180631;OROCIDE;Environnement milieu;Condition: - SP 1 : Ne pas polluer l'eau avec le produit ou son emballage. Ne pas nettoyer le matériel d'application près des eaux de surface. Éviter la contamination via les systèmes d'évacuation des eaux à partir des cours de ferme ou des routes.;
PPP;2180631;OROCIDE;Environnement faune;Condition: - SPe 3 : Pour protéger les organismes aquatiques, respecter une zone non traitée de 5 mètres par rapport aux points d'eau, pour les cultures en plein champ et sous abri ouvert pendant le traitement, et pour les usages « cucurbitacées à peau comestible », « cucurbitacées à peau non comestible », « choux », « poireau », « laitue », « poivron », « tomate-aubergine », « cultures florales et plantes vertes », « tabac », « légumineuses potagères (sèches) », « oignon », « vigne », « cassissier », « framboisier », « fraisier », « avocatier », « ananas », « carotte », « chicorées », « fines herbes », « infusions», « navet », « salsifis » et « choux feuillus ».;
PPP;2180631;OROCIDE;Environnement faune;Condition: Dans le cas de structures ouvertes et en plein champ :  SPe 8 : Dangereux pour les abeilles. Pour protéger les abeilles et autres insectes pollinisateurs, ne pas appliquer durant la floraison et les périodes de production d'exsudats. Ne pas utiliser en présence d'abeilles. Ne pas appliquer lorsque des adventices en fleur sont présentes. ;
PPP;2180631;OROCIDE;Environnement faune;Condition: SPe 2 :Pour protéger les organismes aquatiques, ne pas rejeter les eaux usées des serres hors sol directement dans les eaux de surface. ;
PPP;2180631;OROCIDE;Environnement faune;Condition: Dans le cadre de structures permanentes : - Peut porter atteinte à la faune auxiliaire. - Peut porter atteinte aux insectes pollinisateurs. Eviter toute exposition inutile.;
PPP;2180631;OROCIDE;Utilisation;Condition: - Agiter avant l'application.;
PPP;2180631;OROCIDE;Etiquetage;Condition: - l'efficacité du produit étant variable et partielle, préciser les conditions optimales d'utilisation.;
PPP;2180631;OROCIDE;Protection de l'opérateur;Condition: Dans le cadre d'une application effectuée à l'aide d'un pulvérisateur pneumatique  • pendant le mélange/chargement - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) . - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 . - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité . • pendant l'application - Pulvérisation vers le haut Si application avec tracteur avec cabine  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN ISO 374-2 (types A, B ou C) à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation. Dans ce cas, les gants ne doivent être portés qu'à l'extérieur de la cabine et doivent être stockés après utilisation à l'extérieur de la cabine .  Si application avec tracteur sans cabine  - Combinaison de protection de catégorie III type 4 avec capuche .  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN ISO 374-2 (types A, B ou C) à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation .  • pendant le nettoyage du matériel de pulvérisation - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) . - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 . - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité . ;
PPP;2180631;OROCIDE;Protection de l'opérateur;Condition: Dans le cadre d'une application effectuée à l'aide d'un pulvérisateur à rampe • pendant le mélange/chargement  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité .  • pendant l'application  Si application avec tracteur avec cabine  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN ISO 374-2 (types A, B ou C) à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation. Dans ce cas, les gants ne doivent être portés qu'à l'extérieur de la cabine et doivent être stockés après utilisation à l'extérieur de la cabine .  Si application avec tracteur sans cabine  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN ISO 374-2 (types A, B ou C) à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation .  • pendant le nettoyage du matériel de pulvérisation  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité. ;
PPP;2180631;OROCIDE;Riverains;Condition: Pour les usages sur 'agrumes', 'bananier', 'kiwi', 'vigne', 'fruits à pépins', 'avocatier', 'goyavier', 'manguier', 'papayer', 'fruit de la passion', 'palmiers alimentaires', 'tabac',  'pêcher-abricotier', 'houblon', 'arbres et arbustes', 'framboisier', 'cassissier', respecter une distance d'au moins 10 mètres entre le dernier rang traité et :          - l'espace fréquenté par les personnes présentes lors du traitement .          - l'espace susceptible d'être fréquenté par des résidents.;
PPP;2180631;OROCIDE;Riverains;Condition: Pour les usages sur 'cucurbitacées à peau comestible', 'cucurbitacées à peau non comestible', 'choux', 'poireau', 'laitue', 'poivron', 'tomate-aubergine', 'légumineuses potagères (sèches)', 'oignon', 'fraisier', 'carotte', 'chicorées', 'fines herbes', 'infusions', 'navet', 'salsifis', 'choux feuillus', 'cultures florales et plantes vertes', 'ananas', 'rosier', respecter une distance d'au moins 3 mètres entre la rampe de pulvérisation et :          - l'espace fréquenté par les personnes présentes lors du traitement .          - l'espace susceptible d'être fréquenté par des résidents. ;
PPP;2180631;OROCIDE;Environnement faune;Condition: - SPe 3 : Pour protéger les organismes aquatiques, respecter une zone non traitée de 20 mètres par rapport aux points d'eau pour les usages « agrumes », « bananier », « kiwi », « rosier », « pêcher-abricotier » et pour les applications à partir de BBCH 70 sur « fruits à pépins », « goyavier », « manguier », « papayer », « fruit de la passion », « arbres et arbustes » et « palmiers alimentaires ». ;
PPP;2180631;OROCIDE;Environnement faune;Condition: - SPe 3 : Pour protéger les organismes aquatiques, respecter une zone non traitée de 50 mètres par rapport aux points d'eau pour l'usage « houblon » et pour les applications jusqu'à BBCH 69 sur « fruits à pépins », « goyavier », « manguier », « papayer », « fruit de la passion », « arbres et arbustes » et « palmiers alimentaires ». ;
PPP;2180631;OROCIDE;Environnement faune;Condition: - SPe 3 : Pour protéger les arthropodes non cibles, respecter une zone non traitée de 5 mètres par rapport à la zone non cultivée adjacente pour les usages sur « agrumes » et « bananiers » et pour les applications avant BBCH 69 sur « fruits à pépins », « goyavier », « manguier », « papayer », « fruit de la passion », « arbres et arbustes », « houblon », et « palmiers alimentaires ». ;
PPP;2180631;OROCIDE;Respect LMR;Condition: Le délai avant récolte est fixé à 1 ou 3 jours en fonction des pratiques agricoles sur la culture.;
PPP;2180631;OROCIDE;Etiquetage;Condition: - Pour les usages mineurs dont l'autorisation a été accordée dans le cadre de l'article 51 du règlement (CE) n°1107/2009, l'attention de l'utilisateur est attirée sur les risques éventuels de phytotoxicité ou de manque d'efficacité. Avant tout emploi du produit, il est recommandé à l'utilisateur de s'assurer de son efficacité ou de l'absence de risques éventuels de phytotoxicité sur la culture.;
PPP;2250492;WINSHOT;Protection de l'opérateur;Condition: Dans le cadre d'une application effectuée à l'aide d'un pulvérisateur à rampe • pendant le mélange/chargement  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité .  • pendant l'application  Si application avec tracteur avec cabine  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN ISO 374-2 (types A, B ou C) à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation. Dans ce cas, les gants ne doivent être portés qu'à l'extérieur de la cabine et doivent être stockés après utilisation à l'extérieur de la cabine .  Si application avec tracteur sans cabine  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN ISO 374-2 (types A, B ou C) à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation .  • pendant le nettoyage du matériel de pulvérisation  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité.;
PPP;2250492;WINSHOT;Stockage;Condition: - Ne pas stocker dans un local où la température peut dépasser 40°C.;
PPP;2250492;WINSHOT;Environnement milieu;Condition: - SP 1 : Ne pas polluer l'eau avec le produit ou son emballage. Ne pas nettoyer le matériel d'application près des eaux de surface. Éviter la contamination via les systèmes d'évacuation des eaux à partir des cours de ferme ou des routes.;
PPP;2250492;WINSHOT;Environnement faune;Condition: - SPe 8 : Pour protéger les abeilles et autres insectes pollinisateurs, ne pas utiliser en présence d'abeilles et autres pollinisateurs, ne pas appliquer durant la période de floraison, ne pas appliquer lorsque des adventices en fleur sont présentes;
PPP;2250492;WINSHOT;Conditions d'emploi du matériel utilisé;Condition: Des informations générales relatives aux bonnes pratiques de protection pourront être mises à disposition de l'utilisateur : -	l'utilisation d'un matériel adapté et entretenu et la mise en œuvre de protections collectives constituent la première mesure de prévention contre les risques professionnels, avant la mise en place de protections individuelles -	le port de combinaison de travail dédiée ou d'EPI doit être associé à des réflexes d'hygiène (ex : lavage des mains, douche en fin de traitement) et à un comportement rigoureux (ex : procédure d'habillage/déshabillage).  -	les modalités de nettoyage et de stockage des combinaisons de travail et des EPI réutilisables doivent être conformes à leur notice d'utilisation.;
PPP;2250492;WINSHOT;Respect LMR;Condition: Pour chaque usage figurant dans la liste des usages autorisés, les conditions d'utilisation du produit permettent de respecter les limites maximales de résidus.;
PPP;2250492;WINSHOT;Délai de rentrée;Condition: - 6 heures;
PPP;2250492;WINSHOT;Protection du travailleur;Condition: - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1.;
PPP;2250492;WINSHOT;Respect LMR;Condition: Ne pas implanter de culture de type « légumes feuilles », « légumes bulbes et tubercules » moins de 180 jours après l'application.;
PPP;2230840;LUCIO PRO;Stockage;Condition: - Stocker dans un endroit sec.;
PPP;2230840;LUCIO PRO;Environnement milieu;Condition: - SP 1 : Ne pas polluer l'eau avec le produit ou son emballage. Ne pas nettoyer le matériel d'application près des eaux de surface. Éviter la contamination via les systèmes d'évacuation des eaux à partir des cours de ferme ou des routes.;
PPP;2230840;LUCIO PRO;Délai de rentrée;Condition: - 6 heures pour les usages en plein champ et 8 heures pour les applications en milieu fermé.;
PPP;2230840;LUCIO PRO;Protection de l'opérateur;Condition: Dans le cadre d'une application effectuée à l'aide d'un matériel d'épandage (ex : microgranulateur) • pendant le chargement du matériel d'épandage - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) . - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 . - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité . • pendant l'épandage - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN ISO 374-2 (types A, B ou C) à usage unique . - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 . • pendant le nettoyage du matériel d'épandage - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) . - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 . - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité.;
PPP;2230840;LUCIO PRO;Conditions d'emploi du matériel utilisé;Condition: Des informations générales relatives aux bonnes pratiques de protection pourront être mises à disposition de l'utilisateur : -	l'utilisation d'un matériel adapté et entretenu et la mise en œuvre de protections collectives constituent la première mesure de prévention contre les risques professionnels, avant la mise en place de protections individuelles . -	le port de combinaison de travail dédiée ou d'EPI doit être associé à des réflexes d'hygiène (ex : lavage des mains, douche en fin de traitement) et à un comportement rigoureux (ex : procédure d'habillage/déshabillage) . -	les modalités de nettoyage et de stockage des combinaisons de travail et des EPI réutilisables doivent être conformes à leur notice d'utilisation.;
PPP;2230600;BIOMAGNET RUBY;Délai de rentrée;Condition: - Non nécessaire.;
PPP;2230600;BIOMAGNET RUBY;Stockage;Condition: - Le produit contenant de la deltaméthrine, susceptible de provoquer des paresthésies, il conviendra d'éviter le contact avec la peau conformément à l'arrêté du 9 novembre 2004.;
PPP;2230600;BIOMAGNET RUBY;Protection de l'opérateur;Condition: Lors de la manipulation du piège :  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) . - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1. ;
PPP;2230600;BIOMAGNET RUBY;Protection du travailleur;Condition: - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1.;
PPP;2230600;BIOMAGNET RUBY;Respect LMR;Condition: Les pièges ne doivent pas être installés au-dessus des parties consommables de la culture.;
PPP;2230600;BIOMAGNET RUBY;Environnement faune;Condition: - Retirer les pièges, au plus tard au moment de la récolte des fruits, afin d'éviter toute exposition inutile des insectes pollinisateurs.;
PPP;2230600;BIOMAGNET RUBY;Environnement milieu;Condition: - SP 1 : Ne pas polluer l'eau avec le produit ou son emballage. Éviter la contamination via les systèmes d'évacuation des eaux à partir des cours de ferme ou des routes.;
PPP;2230600;BIOMAGNET RUBY;Respect LMR;Condition: Compte tenu de la méthode d'application du produit, il n'est pas nécessaire de fixer de délai avant récolte pour les usages autorisés.;
PPP;2230600;BIOMAGNET RUBY;Conditions d'emploi du matériel utilisé;Condition: Des informations générales relatives aux bonnes pratiques de protection pourront être mises à disposition de l'utilisateur : -	l'utilisation d'un matériel adapté et entretenu et la mise en œuvre de protections collectives constituent la première mesure de prévention contre les risques professionnels, avant la mise en place de protections individuelles . -	le port de combinaison de travail dédiée ou d'EPI doit être associé à des réflexes d'hygiène (ex : lavage des mains, douche en fin de traitement) et à un comportement rigoureux (ex : procédure d'habillage/déshabillage) . -	les modalités de nettoyage et de stockage des combinaisons de travail et des EPI réutilisables doivent être conformes à leur notice d'utilisation.;
PPP;2060131;GENOXONE ZX E;Protection de l'opérateur;Condition: Porter des gants en nitrile pendant toutes les phases de  mélange/chargement et d'application du produit pour des traitements avec un pulvérisateur à rampe.;
PPP;2060131;GENOXONE ZX E;Protection de l'opérateur;Condition: - Porter des gants en nitrile et un vêtement de protection approprié pendant toutes les phases de  mélange/chargement et d'application de la préparation pour des traitements avec un pulvérisateur à dos (dévitalisation).;
PPP;2060131;GENOXONE ZX E;Protection de l'opérateur;Condition: Porter des Gants en nitrile et un Vêtement de protection approprié pendant Pour les applications par badigeonnage.;
PPP;2060131;GENOXONE ZX E;Environnement milieu;Condition: - Pour protéger les eaux souterraines, ne pas appliquer cette préparation ou toute autre préparation contenant du triclopyr entre août et décembre et ne pas dépasser 720 g de triclopyr/ha (soit 5 L de préparation/ha) dans le cas des applications entre janvier et juillet ou ne pas appliquer sur plus de 20% de la surface de la parcelle dans le cas d'application visant à la dévitalisation des broussailles sur pied.;
PPP;2060131;GENOXONE ZX E;Environnement milieu;Condition: - Pour protéger les eaux souterraines, appliquer le produit uniquement sur sol ressuyé.;
PPP;2060131;GENOXONE ZX E;Environnement faune;Condition: - Pour protéger les organismes aquatiques, respecter une zone non traitée de 5 mètres par rapport aux points d'eau.;
PPP;2060131;GENOXONE ZX E;Environnement flore;Condition: - Pour protéger les plantes non cibles, respecter une zone non traitée de 5 mètres par rapport à la zone adjacente non cultivée pour les usages sur prairies permanentes.;
PPP;2060131;GENOXONE ZX E;Environnement flore;Condition: Ne pas appliquer la préparation sur les parties vertes des arbres feuillus et des plantes non cibles.;
PPP;2060131;GENOXONE ZX E;Utilisation;Condition: Ne pas appliquer la préparation en traitement en plein dans les prairies mixtes.;
PPP;2060131;GENOXONE ZX E;Etiquetage;Condition: - Contient du triclopyr et du 2,4D. Peut produire une réaction allergique.;
PPP;2060131;GENOXONE ZX E;Utilisation;Condition: Ne pas dépasser une application totale annuelle de 480 g de triclopyr/ha, conformément au règlement (UE) 2015/307.;
PPP;2060131;GENOXONE ZX E;Délai de rentrée;Condition: - 48 heures.;
PPP;2210895;PREV-GOLD GARDEN;Délai de rentrée;Condition:  - Attendre le séchage complet de la zone traitée.;
PPP;2210895;PREV-GOLD GARDEN;Environnement milieu;Condition: - Ne pas rejeter dans l'évier, le caniveau ou tout autre point d'eau les fonds de bouteilles non utilisés et les eaux de lavage du pulvérisateur.;
PPP;2210895;PREV-GOLD GARDEN;Environnement faune;Condition: - Pour protéger les organismes aquatiques, ne pas appliquer à moins de 5 mètres d'un point d'eau (puits, bassin, mare, ruisseau, rivière, fossé...) pour les usages « cultures florales et plantes vertes », « rosier » (inférieur à 50 cm), « cucurbitacées à peau comestible », « cucurbitacées à peau non comestible », « tomate », « fraisier » et « légumes racines et tubercules tropicaux » dans le cas d'une application avec pulvérisateur à pression préalable.;
PPP;2210895;PREV-GOLD GARDEN;Environnement faune;Condition: - Pour protéger les organismes aquatiques, ne pas appliquer à moins de 20 mètres d'un point d'eau (puits, bassin, mare, ruisseau, rivière…) pour les usages arbres et arbustes, « rosiers » (supérieurs à 50 cm), « agrumes », « vigne », « papayer », « avocatier », « goyavier », « fruits à pépins », « pêcher » et « prunier » dans le cas d'une application avec pulvérisateur à pression préalable.;
PPP;2210895;PREV-GOLD GARDEN;Utilisation;Condition: - Agiter le produit dans son emballage avant utilisation.;
PPP;2210895;PREV-GOLD GARDEN;Utilisation;Condition: - Remplir au maximum aux trois quarts le réservoir du pulvérisateur lors de la dilution du produit.;
PPP;2210895;PREV-GOLD GARDEN;Respect LMR;Condition: Le délai avant récolte est fixé à 1 jour afin de limiter l'exposition potentielle des consommateurs.;
PPP;2210895;PREV-GOLD GARDEN;Environnement faune;Condition: - Ne pas appliquer en présence d'insectes pollinisateurs et/ou auxiliaires (abeilles, bourdons, coccinelles, chrysopes, syrphes, carabes...).;
PPP;2210895;PREV-GOLD GARDEN;Etiquetage;Condition: - L'efficacité du produit étant variable et partielle, préciser les conditions optimales d'utilisation.;
PPP;2200166;KORSAIRE PLUS;Protection du travailleur;Condition: - Une combinaison de travail (cotte en coton/polyester 35 %/65 % - grammage d'au moins 230 g/m²) avec traitement déperlant.;
PPP;2200166;KORSAIRE PLUS;Stockage;Condition: - Ne pas stocker le produit dans un local où la température peut dépasser 40°C.;
PPP;2200166;KORSAIRE PLUS;Délai de rentrée;Condition: - 6 heures.;
PPP;2200166;KORSAIRE PLUS;Environnement flore;Condition: - SPe 3 : Pour protéger les plantes non cibles, respecter une zone non traitée de 5 mètres par rapport à la zone non cultivée adjacente.;
PPP;2200166;KORSAIRE PLUS;Respect LMR;Condition: Pour chaque usage figurant dans la liste des usages autorisés, les conditions d'utilisation du produit permettent de respecter les limites maximales de résidus.;
PPP;2200166;KORSAIRE PLUS;Environnement faune;Condition: - SPe 2 : Pour protéger les organismes aquatiques, ne pas appliquer ce produit sur sol artificiellement drainé.;
PPP;2200166;KORSAIRE PLUS;Riverains;Condition: Respecter une distance d'au moins 3 mètres entre la rampe de pulvérisation et :          - l'espace fréquenté par les personnes présentes lors du traitement .          - l'espace susceptible d'être fréquenté par des résidents.;
PPP;2200166;KORSAIRE PLUS;Environnement milieu;Condition: - SP 1 : Ne pas polluer l'eau avec le produit ou son emballage. Ne pas nettoyer le matériel d'application près des eaux de surface. Éviter la contamination via les systèmes d'évacuation des eaux à partir des cours de ferme ou des routes.;
PPP;2200166;KORSAIRE PLUS;Conditions d'emploi du matériel utilisé;Condition: Des informations générales relatives aux bonnes pratiques de protection pourront être mises à disposition de l'utilisateur : -	l'utilisation d'un matériel adapté et entretenu et la mise en œuvre de protections collectives constituent la première mesure de prévention contre les risques professionnels, avant la mise en place de protections individuelles -	le port de combinaison de travail dédiée ou d'EPI doit être associé à des réflexes d'hygiène (ex : lavage des mains, douche en fin de traitement) et à un comportement rigoureux (ex : procédure d'habillage/déshabillage).  -	les modalités de nettoyage et de stockage des combinaisons de travail et des EPI réutilisables doivent être conformes à leur notice d'utilisation.;
PPP;2200166;KORSAIRE PLUS;Protection de l'opérateur;Condition: Dans le cadre d'une application effectuée à l'aide d'un pulvérisateur à rampe • pendant le mélange/chargement  - Gants en nitrile certifiés EN 374-3 .  - Combinaison de travail en polyester 65 %/coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant .  - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par dessus la combinaison précitée .  • pendant l'application Si application avec tracteur avec cabine  - Combinaison de travail en polyester 65 %/coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant .  - Gants en nitrile certifiés EN 374-2 à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation. Dans ce cas, les gants ne doivent être portés qu'à l'extérieur de la cabine et doivent être stockés après utilisation à l'extérieur de la cabine .  Si application avec tracteur sans cabine  - Combinaison de travail en polyester 65 %/coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant .  - Gants en nitrile certifiés EN 374-2 à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation .  • pendant le nettoyage du matériel de pulvérisation  - Gants en nitrile certifiés EN 374-3 .  - Combinaison de travail en polyester 65 %/coton 35 % avec un grammage de 230 g/m² ou plus avec traitement déperlant .  - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par dessus la combinaison précitée.;
PPP;2200166;KORSAIRE PLUS;Environnement faune;Condition: - SPe 3 : Pour protéger les organismes aquatiques, respecter une zone non traitée de 20 mètres comportant un dispositif végétalisé permanent non traité d'une largeur de 20 mètres en bordure des points d'eau.;
PPP;2180164;OSMAN;Délai de rentrée;Condition: - 24 heures;
PPP;2180164;OSMAN;Protection de l'opérateur;Condition: Dans le cadre d'une application effectuée à l'aide d'un pulvérisateur à rampe: • pendant le mélange/chargement  - Gants en nitrile certifiés EN 374-3 .  - Combinaison de travail en polyester 65 %/coton 35 % avec un grammage de 230 g/m2 ou plus avec traitement déperlant .  - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par dessus la combinaison précitée .  • pendant l'application - Pulvérisation vers le bas  Si application avec tracteur avec cabine  - Combinaison de travail en polyester 65 %/coton 35 % avec un grammage de 230 g/m2 ou plus avec traitement déperlant .  - Gants en nitrile certifiés EN 374-2 à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation. Dans ce cas, les gants ne doivent être portés qu'à l'extérieur de la cabine et doivent être stockés après utilisation à l'extérieur de la cabine .  Si application avec tracteur sans cabine  - Combinaison de travail en polyester 65 %/coton 35 % avec un grammage de 230 g/m2 ou plus avec traitement déperlant .  - Gants en nitrile certifiés EN 374-2 à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation .  • pendant le nettoyage du matériel de pulvérisation  - Gants en nitrile certifiés EN 374-3 .  - Combinaison de travail en polyester 65 %/coton 35 % avec un grammage de 230 g/m2 ou plus avec traitement déperlant .  - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par dessus la combinaison précitée. ;
