type produit;numero AMM;nom produit;catégorie de condition d’emploi;condition d’emploi libelle;
PPP;2180164;OSMAN;Protection du travailleur;Condition: - Une combinaison de travail (cotte en coton/polyester 35%/65% - grammage d'au moins 230 g/m2) avec traitement déperlant.;
PPP;2180164;OSMAN;Environnement faune;Condition: - SPe 3 : Pour protéger les organismes aquatiques, respecter une zone non traitée de 20 mètres par rapport aux points d'eau.;
PPP;2180164;OSMAN;Environnement flore;Condition: - SPe 3 : Pour protéger les plantes non cibles, respecter une zone non traitée de 5 mètres par rapport à la zone non cultivée adjacente.;
PPP;2180164;OSMAN;Utilisation;Condition: -Ne pas implanter d'autres cultures que du maïs moins de trois semaines après l'application du produit.;
PPP;2180164;OSMAN;Utilisation;Condition: - Agiter avant l'application.;
PPP;2180164;OSMAN;Conditions d'emploi du matériel utilisé;Condition: Des informations générales relatives aux bonnes pratiques de protection pourront être mises à disposition de l'utilisateur : -	l'utilisation d'un matériel adapté et entretenu et la mise en œuvre de protections collectives constituent la première mesure de prévention contre les risques professionnels, avant la mise en place de protections individuelles -	le port de combinaison de travail dédiée ou d'EPI doit être associé à des réflexes d'hygiène (ex : lavage des mains, douche en fin de traitement) et à un comportement rigoureux (ex : procédure d'habillage/déshabillage).  -	les modalités de nettoyage et de stockage des combinaisons de travail et des EPI réutilisables doivent être conformes à leur notice d'utilisation.;
PPP;2180164;OSMAN;Environnement milieu;Condition: - SP 1 : Ne pas polluer l'eau avec le produit ou son emballage. Ne pas nettoyer le matériel d'application près des eaux de surface. Éviter la contamination via les systèmes d'évacuation des eaux à partir des cours de ferme ou des routes.;
PPP;2180164;OSMAN;Respect LMR;Condition: Pour chaque usage figurant dans la liste des usages autorisés, les conditions d'utilisation du produit permettent de respecter les limites maximales de résidus.;
PPP;2180164;OSMAN;Stockage;Condition: - Stocker à température ambiante.;
PPP;2250381;ASSURE;Environnement milieu;Condition: - SP 1 : Ne pas polluer l'eau avec le produit ou son emballage. Ne pas nettoyer le matériel  d'application près des eaux de surface. Eviter la contamination via les systèmes d'évacuation  des eaux à partir des cours de ferme ou des routes. ;
PPP;2250381;ASSURE;Environnement faune;Condition: - SPe3 : Pour protéger les organismes aquatiques, respecter une zone non traitée par rapport aux points d'eau de 5 mètres. ;
PPP;2250381;ASSURE;Résistances;Condition: Pour limiter le développement de résistance à la substance active amisulbrom, le nombre  d'applications de la préparation ASSURE sur vigne est limité à 2  applications maximum par an. Il est recommandé de suivre les limitations d'emploi des substances  actives par groupe chimique préconisées par la Note technique commune pour la gestion de la  résistance aux fongicides utilisés pour lutter contre les maladies de la vigne. ;
PPP;2250381;ASSURE;Délai de rentrée;Condition: - 48 heures;
PPP;2250381;ASSURE;Respect LMR;Condition: Les conditions d'utilisation de la préparation, compte tenu des bonnes pratiques agricoles critiques proposées pour chaque usage figurant dans la liste des usages autorisés, permettent de respecter les limites maximales de résidus.;
PPP;2250381;ASSURE;Environnement faune;Condition: Pour protéger les organismes aquatiques, respecter une zone non traitée de 5 mètres par rapport aux points d'eau.;
PPP;2250381;ASSURE;Stockage;Condition: Ne pas stocker le produit dans un local où la température peut dépasser 40°C. ;
PPP;2250381;ASSURE;Riverains;Condition: Respecter une distance d'au moins 10 mètres entre le dernier rang traité et : -  l'espace fréquenté par les personnes présentes lors du traitement .  -  l'espace susceptible d'être fréquenté par des résidents. ;
PPP;2250381;ASSURE;Protection du travailleur;Condition: - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 et, en cas de contact avec la culture  traitée, des gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A). ;
PPP;2250381;ASSURE;Protection de l'opérateur;Condition: Dans le cadre d'une application effectuée à l'aide d'un pulvérisateur à rampe • pendant le mélange/chargement  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité .  • pendant l'application  Si application avec tracteur avec cabine  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN ISO 374-2 (types A, B ou C) à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation. Dans ce cas, les gants ne doivent être portés qu'à l'extérieur de la cabine et doivent être stockés après utilisation à l'extérieur de la cabine .  Si application avec tracteur sans cabine  - Combinaison de protection de catégorie III type 4 avec capuche .  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN ISO 374-2 (types A, B ou C) à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation . • pendant le nettoyage du matériel de pulvérisation  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité .;
PPP;2250382;LEIMAY NEO;Environnement milieu;Condition: Ne pas polluer l'eau avec le produit ou son emballage. Ne pas nettoyer le matériel  d'application près des eaux de surface. Eviter la contamination via les systèmes d'évacuation  des eaux à partir des cours de ferme ou des routes. ;
PPP;2250382;LEIMAY NEO;Délai de rentrée;Condition: - 48 heures;
PPP;2250382;LEIMAY NEO;Protection de l'opérateur;Condition: Dans le cadre d'une application effectuée à l'aide d'un pulvérisateur à rampe • pendant le mélange/chargement  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité .  - Lunettes ou écran facial certifié norme EN 166 (CE, sigle 3) . - Bottes de protection conforme à la norme EN 13 832-3 . • pendant l'application  Si application avec tracteur avec cabine  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN ISO 374-2 (types A, B ou C) à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation. Dans ce cas, les gants ne doivent être portés qu'à l'extérieur de la cabine et doivent être stockés après utilisation à l'extérieur de la cabine . - Bottes de protection conforme à la norme EN 13 832-3 .  Si application avec tracteur sans cabine  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN ISO 374-2 (types A, B ou C) à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation .  - Bottes de protection conforme à la norme EN 13 832-3 .  • pendant le nettoyage du matériel de pulvérisation  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) .  - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 .  - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité . - Lunettes ou écran facial certifié norme EN 166 (CE, sigle 3). - Bottes de protection conforme à la norme EN 13 832-3 . ;
PPP;2250382;LEIMAY NEO;Respect LMR;Condition: Les conditions d'utilisation de la préparation, compte tenu des bonnes pratiques agricoles critiques proposées pour chaque usage figurant dans la liste des usages autorisés, permettent de respecter les limites maximales de résidus.;
PPP;2250382;LEIMAY NEO;Stockage;Condition: Ne pas stocker le produit dans un local où la température peut dépasser 40°C.;
PPP;2250382;LEIMAY NEO;Riverains;Condition: Respecter une distance d'au moins 3 mètres entre la rampe de pulvérisation et : -  l'espace fréquenté par les personnes présentes lors du traitement .  -  l'espace susceptible d'être fréquenté par des résidents. ;
PPP;2250382;LEIMAY NEO;Protection de l'opérateur;Condition: Dans le cadre d'une application effectuée à l'aide d'un pulvérisateur à dos ou d'une lance tenue à la main • pendant l'application  - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) . - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 . - EPI partiel (blouse) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité .  - Bottes de protection conforme à la norme EN 13 832-3 .;
PPP;2250382;LEIMAY NEO;Protection du travailleur;Condition: - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 ;
PPP;2250382;LEIMAY NEO;Environnement faune;Condition: - Pour protéger les organismes aquatiques, respecter une zone non traitée comportant un dispositif végétalisé permanent de 5 mètres par rapport aux points d'eau.;
PPP;2250379;AKOLIT NEO;Environnement milieu;Condition: - SP 1 : Ne pas polluer l'eau avec le produit ou son emballage. Ne pas nettoyer le matériel  d'application près des eaux de surface. Eviter la contamination via les systèmes d'évacuation des eaux à partir des cours de ferme ou des routes. ;
PPP;2250379;AKOLIT NEO;Délai de rentrée;Condition: - 48 heures;
PPP;2250379;AKOLIT NEO;Respect LMR;Condition: Les conditions d'utilisation de la préparation, compte tenu des bonnes pratiques agricoles critiques proposées pour chaque usage figurant dans la liste des usages autorisés, permettent de respecter les limites maximales de résidus.;
PPP;2250379;AKOLIT NEO;Environnement faune;Condition: Pour protéger les organismes aquatiques, respecter une zone non traitée comportant un dispositif végétalisé permanent de 5 mètres par rapport aux points d'eau.;
PPP;2250379;AKOLIT NEO;Stockage;Condition: Ne pas stocker le produit dans un local où la température peut dépasser 40°C. ;
PPP;2250379;AKOLIT NEO;Riverains;Condition: Respecter une distance d'au moins 3 mètres entre la rampe de pulvérisation et : -  l'espace fréquenté par les personnes présentes lors du traitement .  -  l'espace susceptible d'être fréquenté par des résidents.;
PPP;2250379;AKOLIT NEO;Protection de l'opérateur;Condition: Dans le cadre d'une application effectuée à l'aide d'un pulvérisateur à rampe • pendant le mélange/chargement - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) . - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 . - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité . - Lunettes ou écran facial certifié norme EN 166 (CE, sigle 3) . - Bottes de protection conforme à la norme EN 13 832-3 . • pendant l'application Si application avec tracteur avec cabine - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 . - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN ISO 374-2 (types A, B ou C) à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation. Dans ce cas, les gants ne doivent être portés qu'à l'extérieur de la cabine et doivent être stockés après utilisation à l'extérieur de la cabine . - Bottes de protection conforme à la norme EN 13 832-3 . Si application avec tracteur sans cabine - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 . - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN ISO 374-2 (types A, B ou C) à usage unique, dans le cas d'une intervention sur le matériel pendant la phase de pulvérisation . - Bottes de protection conforme à la norme EN 13 832-3 . • pendant le nettoyage du matériel de pulvérisation - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) . - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 . - EPI partiel (blouse ou tablier à manches longues) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité . - Lunettes ou écran facial certifié norme EN 166 (CE, sigle 3). - Bottes de protection conforme à la norme EN 13 832-3 . ;
PPP;2250379;AKOLIT NEO;Protection de l'opérateur;Condition: Dans le cadre d'une application effectuée à l'aide d'un pulvérisateur à dos ou d'une lance tenue à la main • pendant l'application - Gants en nitrile certifiés NF EN ISO 374-1/A1 et NF EN 16523-1+A1 (type A) . - EPI vestimentaire conforme à la norme NF EN ISO 27065/A1 . - EPI partiel (blouse) de catégorie III et de type PB (3) à porter par-dessus l'EPI vestimentaire précité . - Bottes de protection conforme à la norme EN 13 832-3 .;
