type produit;numero AMM;nom produit;seconds noms commerciaux;titulaire;type commercial;gamme usage;mentions autorisees;Substances actives;fonctions;formulations;identifiant usage lib court;identifiant usage; date decision;stade cultural min (BBCH);stade cultural max (BBCH);etat usage;dose retenue;dose retenue unite;delai avant recolte jour;delai avant recolte bbch;nombre max d'application;date fin distribution;date fin utilisation;condition emploi;ZNT aquatique (en m);ZNT arthropodes non cibles (en m);ZNT plantes non cibles (en m);mentions autorisees;
PPP;2100018;MYSTIC EW;BONY | MOHELI;NUFARM SAS;Produit de référence;Professionnel;;tébuconazole (Tebuconazole) 250.0 g/L;Fongicide;Emulsion de type aqueux;15103209;Blé*Trt Part.Aer.*Oïdium(s);07/12/2015;30;69;Autorisé;1.0;L/ha;;;1;;;Pour protéger les organismes aquatiques, respecter une zone non traitée de 5 mètres par rapport aux points d'eau comportant un dispositif végétalisé permanent d'une largeur de 5 mètres. Application au plus tard au stade BBCH 69.;5.0;;5.0;;
PPP;2100018;MYSTIC EW;BONY | MOHELI;NUFARM SAS;Produit de référence;Professionnel;;tébuconazole (Tebuconazole) 250.0 g/L;Fongicide;Emulsion de type aqueux;15103214;Blé*Trt Part.Aer.*Rouille(s);07/12/2015;30;69;Autorisé;1.0;L/ha;;;1;;;Pour protéger les organismes aquatiques, respecter une zone non traitée de 5 mètres par rapport aux points d'eau comportant un dispositif végétalisé permanent d'une largeur de 5 mètres. Application au plus tard au stade BBCH 69.;5.0;;5.0;;
PPP;2100018;MYSTIC EW;BONY | MOHELI;NUFARM SAS;Produit de référence;Professionnel;;tébuconazole (Tebuconazole) 250.0 g/L;Fongicide;Emulsion de type aqueux;15103221;Blé*Trt Part.Aer.*Septoriose(s);07/12/2015;30;69;Autorisé;1.0;L/ha;;;1;;;Pour protéger les organismes aquatiques, respecter une zone non traitée de 5 mètres par rapport aux points d'eau comportant un dispositif végétalisé permanent d'une largeur de 5 mètres. Application au plus tard au stade BBCH 69.;5.0;;5.0;;
PPP;8800603;COLZAMID;DEVRINOL 450 SC | ZONACOLE;UPL Holdings Coöperatief U.A.;Produit de référence;Professionnel;;napropamide (Napropamide) 450.0 g/L;Herbicide;Suspension concentrée;15205901;Crucifères oléagineuses*Désherbage;28/04/2021;00;09;Autorisé;2.8;L/ha;;;1;;;Uniquement sur cultures de printemps.;20.0;;5.0;;
PPP;8800603;COLZAMID;DEVRINOL 450 SC | ZONACOLE;UPL Holdings Coöperatief U.A.;Produit de référence;Professionnel;;napropamide (Napropamide) 450.0 g/L;Herbicide;Suspension concentrée;16605901;Laitue*Désherbage;28/04/2021;00;09;Autorisé;1.8;L/ha;;;1;;;Uniquement sur chicorée-scarole et chicorée salade.;20.0;;5.0;;
PPP;8800603;COLZAMID;DEVRINOL 450 SC | ZONACOLE;UPL Holdings Coöperatief U.A.;Produit de référence;Professionnel;;napropamide (Napropamide) 450.0 g/L;Herbicide;Suspension concentrée;19995900;PPAMC*Désherbage;28/04/2021;00;09;Autorisé;1.0;L/ha;;;1;;;Uniquement sur sauge officinale.;20.0;;5.0;;
PPP;8800603;COLZAMID;DEVRINOL 450 SC | ZONACOLE;UPL Holdings Coöperatief U.A.;Produit de référence;Professionnel;;napropamide (Napropamide) 450.0 g/L;Herbicide;Suspension concentrée;15205901;Crucifères oléagineuses*Désherbage;28/04/2021;00;09;Autorisé;2.8;L/ha;;;1;;;Uniquement sur cultures d'hiver.;5.0;;5.0;;
PPP;8800603;COLZAMID;DEVRINOL 450 SC | ZONACOLE;UPL Holdings Coöperatief U.A.;Produit de référence;Professionnel;;napropamide (Napropamide) 450.0 g/L;Herbicide;Suspension concentrée;16605901;Laitue*Désherbage;28/04/2021;00;09;Autorisé;1.8;L/ha;26;;1;;;Uniquement sur mâche et roquette.;20.0;;5.0;;
PPP;8800603;COLZAMID;DEVRINOL 450 SC | ZONACOLE;UPL Holdings Coöperatief U.A.;Produit de référence;Professionnel;;napropamide (Napropamide) 450.0 g/L;Herbicide;Suspension concentrée;10995900;Porte graine*Désherbage;28/04/2021;00;09;Autorisé;2.2;L/ha;;;1;;;Uniquement sur radis et navet.;20.0;;5.0;;
PPP;8800603;COLZAMID;DEVRINOL 450 SC | ZONACOLE;UPL Holdings Coöperatief U.A.;Produit de référence;Professionnel;;napropamide (Napropamide) 450.0 g/L;Herbicide;Suspension concentrée;19995900;PPAMC*Désherbage;28/04/2021;00;09;Autorisé;1.8;L/ha;;;1;;;Uniquement sur bourrache, marjolaine, mélisse officinale, menthe, millepertuis perforé, origan, reine des prés, sarriette annuelle, thym, valériane officinale, basilic. ;20.0;;5.0;;
PPP;8800603;COLZAMID;DEVRINOL 450 SC | ZONACOLE;UPL Holdings Coöperatief U.A.;Produit de référence;Professionnel;;napropamide (Napropamide) 450.0 g/L;Herbicide;Suspension concentrée;10995900;Porte graine*Désherbage;28/04/2021;00;09;Autorisé;2.8;L/ha;;;1;;;Uniquement sur mâche et chou.;20.0;;5.0;;
PPP;2220429;CHECKMATE PUFFER OFM;;SUTERRA EUROPE BIOCONTROL SL;Produit de référence;Professionnel;Liste biocontrôle | Utilisable en agriculture biologique;(E)-8-Dodecenyl acetate + (Z)-8-Dodecenyl acetate +  (Z)-8-Dodecenol (Straight Chain Lepidopteran Pheromones) 125.0 g/kg;Attractif phéromone (confusion sexuelle);Générateur d'aérosol;12553103;Pêcher - Abricotier*Trt Part.Aer.*Chenilles foreuses des fruits;06/05/2022;;;Autorisé;3.0;diffuseurs actifs/ha;;;;;;Installation avant le début du premier vol. Efficacité montrée sur tordeuse orientale (Cydia molesta).;;;;;
PPP;2220429;CHECKMATE PUFFER OFM;;SUTERRA EUROPE BIOCONTROL SL;Produit de référence;Professionnel;Liste biocontrôle | Utilisable en agriculture biologique;(E)-8-Dodecenyl acetate + (Z)-8-Dodecenyl acetate +  (Z)-8-Dodecenol (Straight Chain Lepidopteran Pheromones) 125.0 g/kg;Attractif phéromone (confusion sexuelle);Générateur d'aérosol;12653102;Prunier*Trt Part.Aer.*Chenilles foreuses des fruits;06/05/2022;;;Autorisé;3.0;diffuseurs actifs/ha;;;;;;Installation avant le début du premier vol. Efficacité montrée sur tordeuse orientale (Cydia molesta) et sur carpocapse des prunes (Cydia funebrana).;;;;;
PPP;2220429;CHECKMATE PUFFER OFM;;SUTERRA EUROPE BIOCONTROL SL;Produit de référence;Professionnel;Liste biocontrôle | Utilisable en agriculture biologique;(E)-8-Dodecenyl acetate + (Z)-8-Dodecenyl acetate +  (Z)-8-Dodecenol (Straight Chain Lepidopteran Pheromones) 125.0 g/kg;Attractif phéromone (confusion sexuelle);Générateur d'aérosol;12603103;Fruits à pépins*Trt Part.Aer.*Chenilles foreuses des fruits;06/05/2022;;;Autorisé;3.0;diffuseurs actifs/ha;;;;;;Installation avant le début du premier vol. Efficacité montrée sur tordeuse orientale (Cydia molesta).;;;;;
PPP;2210556;BRIVELA;;BASF FRANCE SAS;Produit de référence;Professionnel;;fluxapyroxade (Fluxapyroxad) 75.0 g/L | difénoconazole (Difenoconazole) 50.0 g/L;Fongicide;Suspension concentrée;00606008;Porte graine - PPAMC, Florales et Potagères*Trt Part.Aer.*Phoma;06/09/2021;30;69;Autorisé;1.5;L/ha;;;1;;;Une application par an et par culture pour contrôler l'ensemble des maladies.;5.0;;;;
PPP;2210556;BRIVELA;;BASF FRANCE SAS;Produit de référence;Professionnel;;fluxapyroxade (Fluxapyroxad) 75.0 g/L | difénoconazole (Difenoconazole) 50.0 g/L;Fongicide;Suspension concentrée;10993214;Porte graine - PPAMC, Florales et Potagères*Trt Part.Aer.*Maladies des taches foliaires;06/09/2021;50;89;Autorisé;1.5;L/ha;;;1;;;Une application par an et par culture pour contrôler l'ensemble des maladies.;5.0;;;;
PPP;2210556;BRIVELA;;BASF FRANCE SAS;Produit de référence;Professionnel;;fluxapyroxade (Fluxapyroxad) 75.0 g/L | difénoconazole (Difenoconazole) 50.0 g/L;Fongicide;Suspension concentrée;00606028;Porte graine - PPAMC, Florales et Potagères*Trt Part.Aer.*Maladie des inflorescences;06/09/2021;60;69;Autorisé;1.5;L/ha;;;1;;;Une application par an et par culture pour contrôler l'ensemble des maladies.;5.0;;;;
PPP;2210556;BRIVELA;;BASF FRANCE SAS;Produit de référence;Professionnel;;fluxapyroxade (Fluxapyroxad) 75.0 g/L | difénoconazole (Difenoconazole) 50.0 g/L;Fongicide;Suspension concentrée;15103214;Blé*Trt Part.Aer.*Rouille(s);06/09/2021;30;49;Autorisé;1.5;L/ha;;;1;;;Une application par an et par culture pour contrôler l'ensemble des maladies.;5.0;;;;
PPP;2210556;BRIVELA;;BASF FRANCE SAS;Produit de référence;Professionnel;;fluxapyroxade (Fluxapyroxad) 75.0 g/L | difénoconazole (Difenoconazole) 50.0 g/L;Fongicide;Suspension concentrée;15103221;Blé*Trt Part.Aer.*Septoriose(s);06/09/2021;30;49;Autorisé;1.5;L/ha;;;1;;;Une application par an et par culture pour contrôler l'ensemble des maladies.;5.0;;;;
PPP;2220656;ETHOSAT SC;THAMOS;ADAMA FRANCE SAS;Produit de référence;Professionnel;;éthofumesate (Ethofumesate) 500.0 g/L;Herbicide;Suspension concentrée;15055911;Betterave industrielle et fourragère*Désherbage;11/08/2022;10;37;Autorisé;2.0;L/ha;;;1;;;Fractionnement obligatoire en 3 à 5 applications, à la dose maximale de 0,65 L/ha par application, sans dépasser 2 L/ha et avec un intervalle de 5 jours entre les applications. ;20.0;;;;
PPP;2220656;ETHOSAT SC;THAMOS;ADAMA FRANCE SAS;Produit de référence;Professionnel;;éthofumesate (Ethofumesate) 500.0 g/L;Herbicide;Suspension concentrée;00607008;Porte graine - Betterave industrielle et fourragère*Désherbage;11/08/2022;10;37;Autorisé;2.0;L/ha;;;1;;;Fractionnement obligatoire en 3 à 5 applications, à la dose maximale de 0,65 L/ha par application, sans dépasser 2 L/ha et avec un intervalle de 5 jours entre les applications. ;20.0;;;;
PPP;2220656;ETHOSAT SC;THAMOS;ADAMA FRANCE SAS;Produit de référence;Professionnel;;éthofumesate (Ethofumesate) 500.0 g/L;Herbicide;Suspension concentrée;16175901;Betterave potagère*Désherbage;11/08/2022;10;37;Autorisé;2.0;L/ha;;;1;;;Fractionnement obligatoire en 3 à 5 applications, à la dose maximale de 0,65 L/ha par application, sans dépasser 2 L/ha et avec un intervalle de 5 jours entre les applications. ;20.0;;;;
PPP;2220656;ETHOSAT SC;THAMOS;ADAMA FRANCE SAS;Produit de référence;Professionnel;;éthofumesate (Ethofumesate) 500.0 g/L;Herbicide;Suspension concentrée;19335901;PPAM - non alimentaires*Désherbage;11/08/2022;10;37;Autorisé;1.0;L/ha;;;2;;;;20.0;;5.0;;
PPP;2171120;BUGUIS;GOLLUM;QEMETICA Agricultural Solutions Spain S.L.U.;Produit de référence;Professionnel;;clodinafop-propargyl (Clodinafop) 95.0 g/L | cloquintocet-mexyl (Cloquintocet mexyl) 25.0 g/L;Herbicide;Concentré émulsionnable;15105912;Blé*Désherbage;22/11/2017;20;39;Autorisé;0.63;L/ha;;;1;;;Uniquement sur cultures d'hiver.;5.0;;;;
PPP;2190326;SANDERO SP;;QEMETICA Agricultural Solutions Spain S.L.U.;Générique;Professionnel;;daminozide (Daminozide) 850.0 g/kg;Substance de croissance;Poudre soluble dans l'eau;17403807;Cultures florales et plantes vertes*Trt Part.Aer.*Régul. Croiss. Org. Aériens;12/06/2019;;;Autorisé;5.0;kg/ha;;;3;;;Uniquement autorisé sous serre pour des applications avec pulvérisateur à dos ou lance sur 0,1 ha pendant 1 heure ou avec un automate et pour une durée maximum de travail de 3 h/jour pour le travailleur. Volume maximal de bouillie : 1000 L/ha;;;;;
PPP;2150330;KATANGA EXPRESS;;QEMETICA Agricultural Solutions Spain S.L.U.;Générique;Professionnel;;fosétyl d'aluminium (Fosetyl) 800.0 g/kg;Fongicide;Granulé dispersable;13051201;Ananas*Trt Plants*Champignons (pythiacées);04/10/2017;;;Autorisé;7.5;kg/ha;;;1;;;DAR : Application effectuée sur le plant avant repiquage;5.0;;;;
PPP;2150330;KATANGA EXPRESS;;QEMETICA Agricultural Solutions Spain S.L.U.;Générique;Professionnel;;fosétyl d'aluminium (Fosetyl) 800.0 g/kg;Fongicide;Granulé dispersable;16361204;Chicorées - Production de chicons*Trt Sem. Plants*Champignons (pythiacées);04/10/2017;;;Autorisé;15.0;g/m²;21;;1;;;Efficacité montrée contre le mildiou. En pulvérisation sur collet. Ne pas appliquer la préparation KATANGA EXPRESS ou toute autre préparation à base de fosétyl-aluminium à la fois en plein champ et lors de la phase de forçage.;5.0;;;;
PPP;2150330;KATANGA EXPRESS;;QEMETICA Agricultural Solutions Spain S.L.U.;Générique;Professionnel;;fosétyl d'aluminium (Fosetyl) 800.0 g/kg;Fongicide;Granulé dispersable;16361204;Chicorées - Production de chicons*Trt Sem. Plants*Champignons (pythiacées);04/10/2017;;;Autorisé;0.375;kg/hL;21;;1;;;En trempage des racines. Efficacité montrée contre le mildiou. Ne pas appliquer la préparation KATANGA EXPRESS ou toute autre préparation à base de fosétyl-aluminium à la fois en plein champ et lors de la phase de forçage.;5.0;;;;
PPP;2150330;KATANGA EXPRESS;;QEMETICA Agricultural Solutions Spain S.L.U.;Générique;Professionnel;;fosétyl d'aluminium (Fosetyl) 800.0 g/kg;Fongicide;Granulé dispersable;16553203;Fraisier*Trt Part.Aer.*Mildiou(s);04/10/2017;;;Autorisé;5.0;kg/ha;14;;3;;;;5.0;;;;
PPP;2150330;KATANGA EXPRESS;;QEMETICA Agricultural Solutions Spain S.L.U.;Générique;Professionnel;;fosétyl d'aluminium (Fosetyl) 800.0 g/kg;Fongicide;Granulé dispersable;15353204;Houblon*Trt Part.Aer.*Mildiou(s);04/10/2017;;;Autorisé;6.25;kg/ha;14;;8;;;;5.0;;;;
PPP;2150330;KATANGA EXPRESS;;QEMETICA Agricultural Solutions Spain S.L.U.;Générique;Professionnel;;fosétyl d'aluminium (Fosetyl) 800.0 g/kg;Fongicide;Granulé dispersable;12603303;Fruits à pépins*Trt Part.Aer.*Feu bactérien;04/10/2017;;;Autorisé;3.75;kg/ha;28;;3;;;;5.0;;;;
PPP;2150330;KATANGA EXPRESS;;QEMETICA Agricultural Solutions Spain S.L.U.;Générique;Professionnel;;fosétyl d'aluminium (Fosetyl) 800.0 g/kg;Fongicide;Granulé dispersable;12603214;Fruits à pépins*Trt Part.Aer.*Champignons (pythiacées);04/10/2017;;;Autorisé;2.5;kg/ha;28;;4;;;Efficacité montrée contre le chancre du collet (Phytophthora).;5.0;;;;
PPP;2150330;KATANGA EXPRESS;;QEMETICA Agricultural Solutions Spain S.L.U.;Générique;Professionnel;;fosétyl d'aluminium (Fosetyl) 800.0 g/kg;Fongicide;Granulé dispersable;16753208;Cucurbitacées à peau non comestible*Trt Part.Aer.*Mildiou(s);23/06/2017;;;Autorisé;4.0;kg/ha;3;;2;;;;5.0;;;;
PPP;2150330;KATANGA EXPRESS;;QEMETICA Agricultural Solutions Spain S.L.U.;Générique;Professionnel;;fosétyl d'aluminium (Fosetyl) 800.0 g/kg;Fongicide;Granulé dispersable;12053204;Agrumes*Trt Part.Aer.*Chancre du collet;12/08/2021;;;Autorisé;2.5;kg/ha;15;;3;;;Uniquement sur oranger, citronnier, pamplemoussier, mandarinier, clémentinier et limettier;5.0;;;;
PPP;2170440;JALISCO;;QEMETICA Agricultural Solutions Spain S.L.U.;Produit de référence;Professionnel;;hexythiazox (Hexythiazox) 100.0 g/kg;Acaricide;Poudre mouillable;12703101;Vigne*Trt Part.Aer.*Acariens;30/05/2017;;;Autorisé;0.25;kg/ha;21;;1;;;;5.0;;;;
PPP;2170701;SAMOYEDO;;QEMETICA Agricultural Solutions Spain S.L.U.;Générique;Professionnel;;propamocarbe HCl (Propamocarb) 722.0 g/L;Fongicide;Concentré soluble;16323204;Cucurbitacées à peau comestible*Trt Part.Aer.*Mildiou(s);05/12/2017;;;Autorisé;3.0;L/ha;3;;3;;;Egalement autorisé sous abri. Traitements uniquement en pépinières ou à la transplantation de plants.;5.0;;;;
PPP;2170701;SAMOYEDO;;QEMETICA Agricultural Solutions Spain S.L.U.;Générique;Professionnel;;propamocarbe HCl (Propamocarb) 722.0 g/L;Fongicide;Concentré soluble;16842201;Poireau*Trt Sol*Champignons (pythiacées);05/12/2017;;;Autorisé;0.01;L/m²;90;;2;;;Egalement autorisé sous abri. Uniquement autorisé sur poireau. Traitements uniquement en pépinières ou à la transplantation de plants. ;5.0;;;;
PPP;2170701;SAMOYEDO;;QEMETICA Agricultural Solutions Spain S.L.U.;Générique;Professionnel;;propamocarbe HCl (Propamocarb) 722.0 g/L;Fongicide;Concentré soluble;16952205;Tomate - Aubergine*Trt Sol*Champignons (pythiacées);05/12/2017;;;Autorisé;0.01;L/m²;;;2;;;Egalement autorisé sous abri. Traitements uniquement en pépinières ou à la transplantation de plants. ;5.0;;;;
PPP;2170701;SAMOYEDO;;QEMETICA Agricultural Solutions Spain S.L.U.;Générique;Professionnel;;propamocarbe HCl (Propamocarb) 722.0 g/L;Fongicide;Concentré soluble;11012219;Traitements généraux*Trt Sol*Champignons (autres que pythiacées) (1);05/12/2017;;;Autorisé;0.01;L/m²;90;;2;;;Egalement autorisé sous abri. Traitements uniquement en pépinières ou à la transplantation de plants. * DAR : 90 jours pour les cultures sur lesquelles la LMR est à la limite de quantification.;5.0;;;;
PPP;2170701;SAMOYEDO;;QEMETICA Agricultural Solutions Spain S.L.U.;Générique;Professionnel;;propamocarbe HCl (Propamocarb) 722.0 g/L;Fongicide;Concentré soluble;11012217;Traitements généraux*Trt Sol*Champignons (pythiacées) (1);05/12/2017;;;Autorisé;0.01;L/m²;90;;2;;;Egalement autorisé sous abri. Traitements uniquement en pépinières ou à la transplantation de plants. *DAR : 90 jours pour les cultures sur lesquelles la LMR est à la limite de quantification.;5.0;;;;
PPP;2170701;SAMOYEDO;;QEMETICA Agricultural Solutions Spain S.L.U.;Générique;Professionnel;;propamocarbe HCl (Propamocarb) 722.0 g/L;Fongicide;Concentré soluble;16402202;Choux*Trt Sol*Champignons (pythiacées);05/12/2017;;;Autorisé;0.01;L/m²;;;2;;;Egalement autorisé sous abri. Efficacité montrée sur fonte de semis. Traitements uniquement en pépinières ou à la transplantation de plants.;5.0;;;;
PPP;2170701;SAMOYEDO;;QEMETICA Agricultural Solutions Spain S.L.U.;Générique;Professionnel;;propamocarbe HCl (Propamocarb) 722.0 g/L;Fongicide;Concentré soluble;16402202;Choux*Trt Sol*Champignons (pythiacées);05/12/2017;;;Autorisé;2.5;L/ha;;;2;;;Egalement autorisé sous abri. Efficacité montrée sur le mildiou. Traitements uniquement en pépinières ou à la transplantation de plants.;5.0;;;;
PPP;2170701;SAMOYEDO;;QEMETICA Agricultural Solutions Spain S.L.U.;Générique;Professionnel;;propamocarbe HCl (Propamocarb) 722.0 g/L;Fongicide;Concentré soluble;16872201;Navet*Trt Sol*Champignons (pythiacées);05/12/2017;;;Autorisé;0.01;L/m²;;;2;;;Egalement autorisé sous abri. Uniquement autorisé sur radis. Traitements uniquement au semis. ;5.0;;;;
PPP;2170701;SAMOYEDO;;QEMETICA Agricultural Solutions Spain S.L.U.;Générique;Professionnel;;propamocarbe HCl (Propamocarb) 722.0 g/L;Fongicide;Concentré soluble;16802201;Oignon*Trt Sol*Champignons (pythiacées);05/12/2017;;;Autorisé;0.01;L/m²;;;2;;;Egalement autorisé sous abri. Uniquement autorisé sur oignons, aulx et autres bulbes de liliacées et ornementaux. Traitements uniquement en pépinières ou à la transplantation de plants. ;5.0;;;;
PPP;2170701;SAMOYEDO;;QEMETICA Agricultural Solutions Spain S.L.U.;Générique;Professionnel;;propamocarbe HCl (Propamocarb) 722.0 g/L;Fongicide;Concentré soluble;16322201;Cucurbitacées à peau comestible*Trt Sol*Champignons (pythiacées);05/12/2017;;;Autorisé;0.01;L/m²;;;2;;;Egalement autorisé sous abri. Traitements uniquement en pépinières ou à la transplantation de plants.;5.0;;;;
PPP;2200779;MULAN 700 WG;DITOFLO 700 WG | DIOZINOS 700 WG | MULLOMO 700 WG | BOLSTER;JT AGRO EUROPE sp. z.o.o.;Générique;Professionnel;;dithianon (Dithianon) 700.0 g/kg;Fongicide;Granulé dispersable;12103202;Amandier*Trt Part.Aer.*Coryneum;05/01/2021;53;75;Autorisé;0.05;kg/hL;58;;2;;;2 applications par culture sur l'ensemble du complexe de maladies. Volume maximal de bouillie : 1000 L/ha.;50.0;;;;
PPP;2200779;MULAN 700 WG;DITOFLO 700 WG | DIOZINOS 700 WG | MULLOMO 700 WG | BOLSTER;JT AGRO EUROPE sp. z.o.o.;Générique;Professionnel;;dithianon (Dithianon) 700.0 g/kg;Fongicide;Granulé dispersable;12603211;Fruits à pépins*Trt Part.Aer.*Maladies précoces des fruits;05/01/2021;53;79;Autorisé;0.05;kg/hL;42;;6;;;6 applications par culture sur l'ensemble du complexe de maladies. Volume maximal de bouillie : 1000 L/ha.;50.0;;;;
PPP;2200779;MULAN 700 WG;DITOFLO 700 WG | DIOZINOS 700 WG | MULLOMO 700 WG | BOLSTER;JT AGRO EUROPE sp. z.o.o.;Générique;Professionnel;;dithianon (Dithianon) 700.0 g/kg;Fongicide;Granulé dispersable;12203204;Cerisier*Trt Part.Aer.*Coryneum et polystigma;05/01/2021;61;85;Autorisé;0.07;kg/hL;21;;2;;;3 applications par culture sur l'ensemble du complexe de maladies. Volume maximal de bouillie : 1000 L/ha.;50.0;;;;
PPP;2200779;MULAN 700 WG;DITOFLO 700 WG | DIOZINOS 700 WG | MULLOMO 700 WG | BOLSTER;JT AGRO EUROPE sp. z.o.o.;Générique;Professionnel;;dithianon (Dithianon) 700.0 g/kg;Fongicide;Granulé dispersable;12603203;Fruits à pépins*Trt Part.Aer.*Tavelure(s);05/01/2021;53;79;Autorisé;0.05;kg/hL;42;;6;;;6 applications par culture sur l'ensemble du complexe de maladies. Volume maximal de bouillie : 1000 L/ha.;50.0;;;;
PPP;2200779;MULAN 700 WG;DITOFLO 700 WG | DIOZINOS 700 WG | MULLOMO 700 WG | BOLSTER;JT AGRO EUROPE sp. z.o.o.;Générique;Professionnel;;dithianon (Dithianon) 700.0 g/kg;Fongicide;Granulé dispersable;12613203;Fruits à pépins*Trt Part.Aer.*Maladies du feuillage;05/01/2021;53;79;Autorisé;0.05;kg/hL;42;;6;;;6 applications par culture sur l'ensemble du complexe de maladies. Volume maximal de bouillie : 1000 L/ha.;50.0;;;;
PPP;2200779;MULAN 700 WG;DITOFLO 700 WG | DIOZINOS 700 WG | MULLOMO 700 WG | BOLSTER;JT AGRO EUROPE sp. z.o.o.;Générique;Professionnel;;dithianon (Dithianon) 700.0 g/kg;Fongicide;Granulé dispersable;12653201;Prunier*Trt Part.Aer.*Rouille(s);05/01/2021;53;85;Autorisé;0.05;kg/hL;28;;2;;;2 applications par culture sur l'ensemble du complexe de maladies. Volume maximal de bouillie : 1000 L/ha.;50.0;;;;
PPP;2200779;MULAN 700 WG;DITOFLO 700 WG | DIOZINOS 700 WG | MULLOMO 700 WG | BOLSTER;JT AGRO EUROPE sp. z.o.o.;Générique;Professionnel;;dithianon (Dithianon) 700.0 g/kg;Fongicide;Granulé dispersable;12103205;Amandier*Trt Part.Aer.*Tavelure(s) et polystigma;05/01/2021;53;75;Autorisé;0.05;kg/hL;58;;2;;;2 applications pour la culture sur l'ensemble du complexe de maladies. Volume maximal de bouillie : 1000 L/ha.;50.0;;;;
PPP;2200779;MULAN 700 WG;DITOFLO 700 WG | DIOZINOS 700 WG | MULLOMO 700 WG | BOLSTER;JT AGRO EUROPE sp. z.o.o.;Générique;Professionnel;;dithianon (Dithianon) 700.0 g/kg;Fongicide;Granulé dispersable;12153204;Cassissier*Trt Part.Aer.*Maladies du feuillage;05/01/2021;15;75;Autorisé;0.07;kg/hL;14;;2;;;Uniquement sur cassissier, groseillier et mûre. Volume maximal de bouillie : 1000 L/ha.;20.0;;;;
PPP;2200779;MULAN 700 WG;DITOFLO 700 WG | DIOZINOS 700 WG | MULLOMO 700 WG | BOLSTER;JT AGRO EUROPE sp. z.o.o.;Générique;Professionnel;;dithianon (Dithianon) 700.0 g/kg;Fongicide;Granulé dispersable;12453202;Noyer*Trt Part.Aer.*Anthracnose(s);05/01/2021;54;75;Autorisé;0.05;kg/hL;58;;2;;;Volume maximal de bouillie : 1000 L/ha.;50.0;;;;
PPP;2200779;MULAN 700 WG;DITOFLO 700 WG | DIOZINOS 700 WG | MULLOMO 700 WG | BOLSTER;JT AGRO EUROPE sp. z.o.o.;Générique;Professionnel;;dithianon (Dithianon) 700.0 g/kg;Fongicide;Granulé dispersable;12203201;Cerisier*Trt Part.Aer.*Anthracnose(s);05/01/2021;61;85;Autorisé;0.07;kg/hL;21;;2;;;3 applications par culture sur l'ensemble du complexe de maladies. Volume maximal de bouillie : 1000 L/ha.;50.0;;;;
PPP;2200779;MULAN 700 WG;DITOFLO 700 WG | DIOZINOS 700 WG | MULLOMO 700 WG | BOLSTER;JT AGRO EUROPE sp. z.o.o.;Générique;Professionnel;;dithianon (Dithianon) 700.0 g/kg;Fongicide;Granulé dispersable;12653205;Prunier*Trt Part.Aer.*Tavelure(s);05/01/2021;53;85;Autorisé;0.05;kg/hL;28;;2;;;2 applications par culture sur l'ensemble du complexe de maladies. Volume maximal de bouillie : 1000 L/ha.;50.0;;;;
PPP;2200779;MULAN 700 WG;DITOFLO 700 WG | DIOZINOS 700 WG | MULLOMO 700 WG | BOLSTER;JT AGRO EUROPE sp. z.o.o.;Générique;Professionnel;;dithianon (Dithianon) 700.0 g/kg;Fongicide;Granulé dispersable;12103206;Amandier*Trt Part.Aer.*Chancres à champignons;05/01/2021;91;95;Autorisé;0.07;kg/hL;;;2;;;2 applications par culture sur l'ensemble du complexe de maladies. Volume maximal de bouillie : 1000 L/ha.;50.0;;;;
PPP;2200779;MULAN 700 WG;DITOFLO 700 WG | DIOZINOS 700 WG | MULLOMO 700 WG | BOLSTER;JT AGRO EUROPE sp. z.o.o.;Générique;Professionnel;;dithianon (Dithianon) 700.0 g/kg;Fongicide;Granulé dispersable;12553231;Pêcher - Abricotier*Trt Part.Aer.*Fusicoccum (1);05/01/2021;91;95;Autorisé;0.07;kg/hL;;;2;;;Volume maximal de bouillie : 1000 L/ha.;50.0;;;;
PPP;2170459;VIBRANCE DUO;CELEST POWER | EMBRACE DUO | EFFIDIA POWER;SYNGENTA FRANCE S.A.;Produit de référence;Professionnel;;sédaxane (Sedaxane) 25.0 g/L | fludioxonil (Fludioxonil) 25.0 g/L;Fongicide;Suspension concentrée pour traitement des semences;15101212;Seigle*Trt Sem.*Champignons (autres que pythiacées);02/08/2019;00;00;Autorisé;0.2;L/q;;;1;;;Uniquement pour des utilisations en stations de traitement de semences (fixes ou mobiles).;;;;;
PPP;2170459;VIBRANCE DUO;CELEST POWER | EMBRACE DUO | EFFIDIA POWER;SYNGENTA FRANCE S.A.;Produit de référence;Professionnel;;sédaxane (Sedaxane) 25.0 g/L | fludioxonil (Fludioxonil) 25.0 g/L;Fongicide;Suspension concentrée pour traitement des semences;15101245;Orge*Trt Sem.*Champignons (autres que pythiacées);02/08/2019;00;00;Autorisé;0.2;L/q;;;1;;;Uniquement pour des utilisations en stations de traitement de semences (fixes ou mobiles).;;;;;
PPP;2170459;VIBRANCE DUO;CELEST POWER | EMBRACE DUO | EFFIDIA POWER;SYNGENTA FRANCE S.A.;Produit de référence;Professionnel;;sédaxane (Sedaxane) 25.0 g/L | fludioxonil (Fludioxonil) 25.0 g/L;Fongicide;Suspension concentrée pour traitement des semences;15101255;Avoine*Trt Sem.*Champignons (autres que pythiacées);02/08/2019;00;00;Autorisé;0.2;L/q;;;1;;;Uniquement pour des utilisations en stations de traitement de semences (fixes ou mobiles).;;;;;
